ODB Name,Step,Frame,Part Instance Name,    êﬂì_ÉâÉxÉã,X,Y,Z,Section Name,Material Name,Section Point,   U-Magnitude,          U-U1,          U-U2,       S-Mises
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             1,          -15.,           20.,            0.,NA,NA,"",       1.19977,       1.18893,   160.899E-03,   41.7705E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             2,          -15.,           25.,            0.,NA,NA,"",       1.35547,       1.34618,   158.426E-03,   40.8478E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             3,          -10.,           20.,            0.,NA,NA,"",       1.18646,       1.18646,   3.64689E-03,   41.7529E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             4,           -5.,           20.,            0.,NA,NA,"",       1.19391,       1.18398,  -153.605E-03,   41.7412E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             5,            0.,           20.,            0.,NA,NA,"",       1.22172,       1.18151,  -310.857E-03,   41.2581E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             6,            5.,           20.,            0.,NA,NA,"",       1.26857,       1.17904,  -468.110E-03,   46.5926E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             7,            5.,          12.5,            0.,NA,NA,"",       1.05129,   943.160E-03,  -464.400E-03,   15.4784E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             8,            5.,            5.,            0.,NA,NA,"",   844.079E-03,   707.277E-03,  -460.684E-03,   4.82912E-06
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             9,           -5.,            5.,            0.,NA,NA,"",   726.614E-03,   711.562E-03,  -147.130E-03,   81.9598E-06
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            10,          -15.,            5.,            0.,NA,NA,"",   739.539E-03,   721.592E-03,   161.934E-03,   1.03861E-03
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            11,          -15.,         -3.75,            0.,NA,NA,"",   470.635E-03,   442.901E-03,   159.171E-03,   2.45641E-03
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            12,          -15.,         -12.5,            0.,NA,NA,"",   226.076E-03,   187.843E-03,   125.800E-03,   6.99714E-03
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            13,          -15.,        -21.25,            0.,NA,NA,"",   67.4320E-03,   35.0115E-03,   57.6305E-03,   9.31533E-03
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            14,          -15.,          -30.,            0.,NA,NA,"",            0.,   2.10084E-39,   3.93331E-39,   6.19359E-03
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            15,           15.,          -30.,            0.,NA,NA,"",            0.,   493.677E-42,  -822.639E-42,   1.37615E-03
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            16,           15.,          -25.,            0.,NA,NA,"",   5.82817E-03,   5.34015E-03,  -2.33460E-03,   58.1923E-06
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            17,           15.,          -20.,            0.,NA,NA,"",   8.74614E-03,   8.44762E-03,  -2.26552E-03,   5.88107E-06
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            18,            5.,          -20.,            0.,NA,NA,"",   8.79480E-03,   8.78464E-03,   422.638E-06,   275.949E-06
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            19,           -5.,          -20.,            0.,NA,NA,"",   42.0526E-03,   26.4131E-03,  -32.7226E-03,   15.1131E-03
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            20,           -5.,         -12.5,            0.,NA,NA,"",   210.804E-03,   185.009E-03,  -101.046E-03,   6.83595E-03
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            21,           -5.,           -5.,            0.,NA,NA,"",   419.653E-03,   396.440E-03,  -137.639E-03,   2.51761E-03
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            22,            0.,           -5.,            0.,NA,NA,"",   495.153E-03,   395.076E-03,  -298.482E-03,   148.727E-06
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            23,            5.,           -5.,            0.,NA,NA,"",   601.676E-03,   392.788E-03,  -455.776E-03,   10.3197E-06
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            24,           10.,           -5.,            0.,NA,NA,"",   726.721E-03,   390.323E-03,  -613.002E-03,   457.626E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            25,           15.,           -5.,            0.,NA,NA,"",   862.380E-03,   387.849E-03,  -770.242E-03,   36.3612E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            26,           15.,          3.75,            0.,NA,NA,"",       1.01959,   663.024E-03,  -774.573E-03,   582.591E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            27,           15.,          12.5,            0.,NA,NA,"",       1.21940,   938.213E-03,  -778.904E-03,   41.2403E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            28,           15.,         21.25,            0.,NA,NA,"",       1.44423,       1.21340,  -783.232E-03,   32.6444E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            29,           15.,           30.,            0.,NA,NA,"",       1.68409,       1.48860,  -787.561E-03,   36.7176E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            30,           7.5,           30.,            0.,NA,NA,"",       1.59102,       1.49231,  -551.682E-03,   34.1549E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            31,            0.,           30.,            0.,NA,NA,"",       1.52899,       1.49602,  -315.804E-03,   36.8925E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            32,          -7.5,           30.,            0.,NA,NA,"",       1.50185,       1.49973,  -79.9259E-03,   39.6729E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            33,          -15.,           30.,            0.,NA,NA,"",       1.51150,       1.50344,   155.952E-03,   41.8616E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            34,          -15.,          22.5,            0.,NA,NA,"",       1.27757,       1.26756,   159.662E-03,   40.6768E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            35,         -12.5,           20.,            0.,NA,NA,"",       1.19054,       1.18770,   82.2730E-03,   41.6715E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            36,          -7.5,           20.,            0.,NA,NA,"",       1.18759,       1.18522,  -74.9792E-03,   41.7932E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            37,          -2.5,           20.,            0.,NA,NA,"",       1.20533,       1.18275,  -232.231E-03,   41.5048E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            38,           2.5,           20.,            0.,NA,NA,"",       1.24288,       1.18027,  -389.484E-03,   40.6541E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            39,            5.,           15.,            0.,NA,NA,"",       1.12288,       1.02179,  -465.636E-03,   40.2805E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            40,            5.,          17.5,            0.,NA,NA,"",       1.19536,       1.10041,  -466.873E-03,   38.8018E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            41,            5.,           7.5,            0.,NA,NA,"",   911.607E-03,   785.909E-03,  -461.926E-03,   907.034E-09
C:/temp/dataset/2/29_1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            42,            5.,           10.,            0.,NA,NA,"",   980.785E-03,   864.534E-03,  -463.163E-03,   240.525E-09
