ODB Name,Step,Frame,Part Instance Name,    êﬂì_ÉâÉxÉã,X,Y,Z,Section Name,Material Name,Section Point,   U-Magnitude,          U-U1,          U-U2,       S-Mises
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             1,           -5.,           30.,            0.,NA,NA,"",       1.20674,       1.15909,   335.741E-03,   1.01063E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             2,          -15.,           30.,            0.,NA,NA,"",       1.29434,       1.16185,   570.455E-03,   1.00189E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             3,          -15.,         21.25,            0.,NA,NA,"",       1.11491,   956.473E-03,   572.866E-03,   1.24990E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             4,          -15.,          12.5,            0.,NA,NA,"",   946.093E-03,   751.098E-03,   575.276E-03,   64.0990E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             5,          -15.,          3.75,            0.,NA,NA,"",   794.693E-03,   545.727E-03,   577.685E-03,   368.974E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             6,          -15.,           -5.,            0.,NA,NA,"",   672.576E-03,   340.368E-03,   580.094E-03,   54.1676E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             7,          -10.,           -5.,            0.,NA,NA,"",   573.631E-03,   338.991E-03,   462.750E-03,   667.673E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             8,           -5.,           -5.,            0.,NA,NA,"",   482.992E-03,   337.592E-03,   345.418E-03,   17.2547E-06
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             9,            0.,           -5.,            0.,NA,NA,"",   405.990E-03,   335.981E-03,   227.915E-03,   149.538E-06
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            10,            5.,           -5.,            0.,NA,NA,"",   350.860E-03,   334.410E-03,   106.173E-03,   2.57403E-03
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            11,            5.,        -11.25,            0.,NA,NA,"",   224.899E-03,   206.532E-03,   89.0174E-03,   3.63468E-03
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            12,            5.,         -17.5,            0.,NA,NA,"",   122.487E-03,   103.061E-03,   66.1926E-03,   4.80718E-03
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            13,            5.,        -23.75,            0.,NA,NA,"",   49.3050E-03,   33.3557E-03,   36.3095E-03,   5.98205E-03
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            14,            5.,          -30.,            0.,NA,NA,"",            0.,   2.19883E-39,   4.16392E-39,   8.11885E-03
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            15,           15.,          -30.,            0.,NA,NA,"",            0.,   2.21690E-39,  -4.18736E-39,   7.94865E-03
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            16,           15.,         -22.5,            0.,NA,NA,"",   61.3548E-03,   43.7428E-03,  -43.0230E-03,   5.74927E-03
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            17,           15.,          -15.,            0.,NA,NA,"",   159.762E-03,   139.653E-03,  -77.5942E-03,   4.33734E-03
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            18,           15.,          -7.5,            0.,NA,NA,"",   298.031E-03,   279.543E-03,  -103.335E-03,   2.87542E-03
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            19,           15.,            0.,            0.,NA,NA,"",   463.690E-03,   448.229E-03,  -118.739E-03,   1.17585E-03
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            20,           15.,           7.5,            0.,NA,NA,"",   639.570E-03,   627.239E-03,  -124.988E-03,   165.892E-06
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            21,           15.,           15.,            0.,NA,NA,"",   816.174E-03,   806.210E-03,  -127.143E-03,   32.1822E-06
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            22,           15.,          22.5,            0.,NA,NA,"",   992.561E-03,   984.118E-03,  -129.179E-03,   720.863E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            23,           15.,           30.,            0.,NA,NA,"",       1.16939,       1.16200,  -131.289E-03,   4.24254E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            24,            5.,           30.,            0.,NA,NA,"",       1.16962,       1.16481,   105.892E-03,   7.43821E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            25,            5.,         23.75,            0.,NA,NA,"",       1.02226,       1.01657,   107.651E-03,   159.288E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            26,            5.,          17.5,            0.,NA,NA,"",   875.187E-03,   868.324E-03,   109.384E-03,   16.4103E-06
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            27,            5.,         11.25,            0.,NA,NA,"",   729.348E-03,   720.894E-03,   110.729E-03,   279.827E-06
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            28,            5.,            5.,            0.,NA,NA,"",   580.362E-03,   569.731E-03,   110.578E-03,   1.24696E-03
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            29,            0.,            5.,            0.,NA,NA,"",   613.624E-03,   570.717E-03,   225.424E-03,   110.615E-06
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            30,           -5.,            5.,            0.,NA,NA,"",   667.018E-03,   572.296E-03,   342.622E-03,   12.9860E-06
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            31,           -5.,         11.25,            0.,NA,NA,"",   795.729E-03,   719.005E-03,   340.907E-03,   134.863E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            32,           -5.,          17.5,            0.,NA,NA,"",   929.776E-03,   865.701E-03,   339.185E-03,   1.12225E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            33,           -5.,         23.75,            0.,NA,NA,"",       1.06716,       1.01240,   337.463E-03,   901.547E-12
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            34,          -7.5,           30.,            0.,NA,NA,"",       1.22501,       1.15978,   394.420E-03,   956.262E-12
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            35,          -10.,           30.,            0.,NA,NA,"",       1.24579,       1.16047,   453.098E-03,   898.200E-12
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            36,         -12.5,           30.,            0.,NA,NA,"",       1.26894,       1.16116,   511.777E-03,   925.132E-12
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            37,          -15.,       27.8125,            0.,NA,NA,"",       1.24873,       1.11050,   571.058E-03,   980.621E-12
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            38,          -15.,        25.625,            0.,NA,NA,"",       1.20359,       1.05916,   571.661E-03,   899.754E-12
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            39,          -15.,       23.4375,            0.,NA,NA,"",       1.15896,       1.00782,   572.263E-03,   860.412E-12
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            40,          -15.,       19.0625,            0.,NA,NA,"",       1.07151,   905.130E-03,   573.469E-03,   1.62723E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            41,          -15.,        16.875,            0.,NA,NA,"",       1.02884,   853.786E-03,   574.071E-03,   1.36928E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            42,          -15.,       14.6875,            0.,NA,NA,"",   986.997E-03,   802.442E-03,   574.674E-03,   16.2266E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            43,          -15.,       10.3125,            0.,NA,NA,"",   906.252E-03,   699.755E-03,   575.879E-03,   169.770E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            44,          -15.,         8.125,            0.,NA,NA,"",   867.622E-03,   648.411E-03,   576.481E-03,   330.923E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            45,          -15.,        5.9375,            0.,NA,NA,"",   830.371E-03,   597.068E-03,   577.083E-03,   441.902E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            46,          -15.,        1.5625,            0.,NA,NA,"",   760.811E-03,   494.386E-03,   578.287E-03,   214.062E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            47,          -15.,     -625.E-03,            0.,NA,NA,"",   728.973E-03,   443.046E-03,   578.889E-03,   128.168E-09
C:/temp/dataset/4/20_05.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            48,          -15.,       -2.8125,            0.,NA,NA,"",   699.460E-03,   391.707E-03,   579.491E-03,   145.186E-09
