ODB Name,Step,Frame,Part Instance Name,    êﬂì_ÉâÉxÉã,X,Y,Z,Section Name,Material Name,Section Point,   U-Magnitude,          U-U1,          U-U2,       S-Mises
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             1,           -5.,           30.,            0.,NA,NA,"",       4.75005,      -4.41096,      -1.76251,   9.93373E-09
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             2,          -15.,           30.,            0.,NA,NA,"",       5.17480,      -4.35799,      -2.79044,   9.84711E-09
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             3,          -15.,         21.25,            0.,NA,NA,"",       4.41493,      -3.45855,      -2.74409,   431.958E-09
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             4,          -15.,          12.5,            0.,NA,NA,"",       3.71846,      -2.55915,      -2.69772,   859.997E-09
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             5,          -15.,          3.75,            0.,NA,NA,"",       3.12860,      -1.65962,      -2.65213,   274.373E-06
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             6,          -15.,           -5.,            0.,NA,NA,"",       2.71393,  -755.337E-03,      -2.60670,   17.2030E-06
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             7,          -10.,           -5.,            0.,NA,NA,"",       2.23111,  -781.646E-03,      -2.08971,   327.975E-06
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             8,           -5.,           -5.,            0.,NA,NA,"",       1.76419,  -806.549E-03,      -1.56903,   397.081E-06
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             9,            0.,           -5.,            0.,NA,NA,"",       1.33422,  -838.084E-03,      -1.03815,   2.33406E-03
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            10,            5.,           -5.,            0.,NA,NA,"",       1.02312,  -905.271E-03,  -476.718E-03,   31.4189E-03
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            11,            5.,        -11.25,            0.,NA,NA,"",   620.650E-03,  -521.812E-03,  -336.034E-03,   20.4031E-03
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            12,            5.,         -17.5,            0.,NA,NA,"",   318.209E-03,  -233.970E-03,  -215.674E-03,   20.0377E-03
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            13,            5.,        -23.75,            0.,NA,NA,"",   123.189E-03,  -67.6989E-03,  -102.919E-03,   19.2096E-03
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            14,            5.,          -30.,            0.,NA,NA,"",            0.,  -5.45806E-39,  -10.4770E-39,   20.4569E-03
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            15,           15.,          -30.,            0.,NA,NA,"",            0.,  -3.43207E-39,   6.97510E-39,   13.2222E-03
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            16,           15.,         -22.5,            0.,NA,NA,"",   124.563E-03,  -83.3426E-03,   92.5737E-03,   14.7799E-03
C:/temp/dataset/4/18_5.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            17,           15.,          -15.,            0.,NA,NA,"",   384.773E-03,  -334.336E-03,   190.447E-03,   15.5968E-03
