ODB Name,Step,Frame,Part Instance Name,    êﬂì_ÉâÉxÉã,X,Y,Z,Section Name,Material Name,Section Point,   U-Magnitude,          U-U1,          U-U2,       S-Mises
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             1,            5.,           30.,            0.,NA,NA,"",       3.02109,      -3.01482,   194.455E-03,   173.255E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             2,            3.,           30.,            0.,NA,NA,"",       3.01338,      -3.01206,   89.3684E-03,   159.014E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             3,            1.,           30.,            0.,NA,NA,"",       3.00934,      -3.00930,  -15.7177E-03,   160.160E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             4,           -1.,           30.,            0.,NA,NA,"",       3.00896,      -3.00653,  -120.804E-03,   164.641E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             5,           -3.,           30.,            0.,NA,NA,"",       3.01225,      -3.00377,  -225.890E-03,   171.340E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             6,           -5.,           30.,            0.,NA,NA,"",       3.01920,      -3.00101,  -330.976E-03,   174.323E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             7,            5.,        28.125,            0.,NA,NA,"",       2.92295,      -2.91630,   197.044E-03,   173.782E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             8,            3.,        28.125,            0.,NA,NA,"",       2.91499,      -2.91354,   91.9583E-03,   166.614E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             9,            1.,        28.125,            0.,NA,NA,"",       2.91081,      -2.91078,  -13.1278E-03,   163.721E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            10,           -1.,        28.125,            0.,NA,NA,"",       2.91042,      -2.90802,  -118.214E-03,   163.435E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            11,           -3.,        28.125,            0.,NA,NA,"",       2.91382,      -2.90525,  -223.300E-03,   163.664E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            12,           -5.,        28.125,            0.,NA,NA,"",       2.92101,      -2.90249,  -328.386E-03,   160.092E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            13,            5.,         26.25,            0.,NA,NA,"",       2.82485,      -2.81778,   199.634E-03,   174.803E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            14,            3.,         26.25,            0.,NA,NA,"",       2.81661,      -2.81502,   94.5482E-03,   168.492E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            15,            1.,         26.25,            0.,NA,NA,"",       2.81228,      -2.81226,  -10.5380E-03,   164.160E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            16,           -1.,         26.25,            0.,NA,NA,"",       2.81188,      -2.80950,  -115.624E-03,   161.134E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            17,           -3.,         26.25,            0.,NA,NA,"",       2.81540,      -2.80673,  -220.710E-03,   158.575E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            18,           -5.,         26.25,            0.,NA,NA,"",       2.82284,      -2.80397,  -325.796E-03,   156.857E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            19,            5.,        24.375,            0.,NA,NA,"",       2.72678,      -2.71927,   202.224E-03,   177.475E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            20,            3.,        24.375,            0.,NA,NA,"",       2.71824,      -2.71650,   97.1380E-03,   169.390E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            21,            1.,        24.375,            0.,NA,NA,"",       2.71375,      -2.71374,  -7.94808E-03,   163.073E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            22,           -1.,        24.375,            0.,NA,NA,"",       2.71333,      -2.71098,  -113.034E-03,   158.095E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            23,           -3.,        24.375,            0.,NA,NA,"",       2.71699,      -2.70822,  -218.120E-03,   154.285E-09
C:/temp/dataset/test2/12_9.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            24,           -5.,        24.375,            0.,NA,NA,"",       2.72469,      -2.70545,  -323.206E-03,   152.221E-09
