ODB Name,Step,Frame,Part Instance Name,    êﬂì_ÉâÉxÉã,X,Y,Z,Section Name,Material Name,Section Point,   U-Magnitude,          U-U1,          U-U2,       S-Mises
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             1,            5.,           30.,            0.,NA,NA,"",       8.07823,      -8.07357,   274.321E-03,   3.42167E-06
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             2,            3.,           30.,            0.,NA,NA,"",       8.04270,      -8.04232,  -77.8312E-03,   11.8072E-06
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             3,            1.,           30.,            0.,NA,NA,"",       8.02266,      -8.01113,  -429.982E-03,   38.9090E-06
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             4,           -1.,           30.,            0.,NA,NA,"",       8.01819,      -7.97995,  -782.194E-03,   38.3104E-06
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             5,           -3.,           30.,            0.,NA,NA,"",       8.02928,      -7.94873,      -1.13445,   11.3664E-06
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             6,           -5.,           30.,            0.,NA,NA,"",       8.05584,      -7.91747,      -1.48670,   3.12528E-06
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             7,            5.,        28.125,            0.,NA,NA,"",       7.74935,      -7.74340,   303.617E-03,   11.2755E-06
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             8,            3.,        28.125,            0.,NA,NA,"",       7.71231,      -7.71216,  -48.5239E-03,   40.2246E-06
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             9,            1.,        28.125,            0.,NA,NA,"",       7.69140,      -7.68096,  -400.649E-03,   39.6175E-06
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            10,           -1.,        28.125,            0.,NA,NA,"",       7.68672,      -7.64976,  -752.860E-03,   39.2281E-06
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            11,           -3.,        28.125,            0.,NA,NA,"",       7.69827,      -7.61853,      -1.10514,   38.2327E-06
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            12,           -5.,        28.125,            0.,NA,NA,"",       7.72597,      -7.58727,      -1.45740,   10.9250E-06
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            13,            5.,         26.25,            0.,NA,NA,"",       7.42067,      -7.41320,   332.866E-03,   61.9328E-06
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            14,            3.,         26.25,            0.,NA,NA,"",       7.38197,      -7.38194,  -19.2156E-03,   76.6799E-06
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            15,            1.,         26.25,            0.,NA,NA,"",       7.36015,      -7.35077,  -371.284E-03,   71.0388E-06
C:/temp/dataset/test2/4_4.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            16,           -1.,         26.25,            0.,NA,NA,"",       7.35527,      -7.31960,  -723.505E-03,   68.4040E-06
