ODB Name,Step,Frame,Part Instance Name,    êﬂì_ÉâÉxÉã,X,Y,Z,Section Name,Material Name,Section Point,   U-Magnitude,          U-U1,          U-U2,       S-Mises
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             1,            5.,           30.,            0.,NA,NA,"",       5.28409,      -5.27524,   305.705E-03,   291.433E-09
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             2,            3.,           30.,            0.,NA,NA,"",       5.26323,      -5.26260,   81.2377E-03,   489.344E-09
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             3,            1.,           30.,            0.,NA,NA,"",       5.25192,      -5.24997,  -143.227E-03,   2.59839E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             4,           -1.,           30.,            0.,NA,NA,"",       5.25023,      -5.23734,  -367.692E-03,   2.61778E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             5,           -3.,           30.,            0.,NA,NA,"",       5.25816,      -5.22471,  -592.157E-03,   502.059E-09
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             6,           -5.,           30.,            0.,NA,NA,"",       5.27566,      -5.21207,  -816.619E-03,   291.356E-09
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             7,            5.,        28.125,            0.,NA,NA,"",       5.07474,      -5.06480,   317.552E-03,   446.356E-09
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             8,            3.,        28.125,            0.,NA,NA,"",       5.05302,      -5.05216,   93.0849E-03,   3.80514E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             9,            1.,        28.125,            0.,NA,NA,"",       5.04125,      -5.03953,  -131.377E-03,   5.30853E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            10,           -1.,        28.125,            0.,NA,NA,"",       5.03949,      -5.02691,  -355.842E-03,   5.28098E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            11,           -3.,        28.125,            0.,NA,NA,"",       5.04774,      -5.01428,  -580.311E-03,   3.80882E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            12,           -5.,        28.125,            0.,NA,NA,"",       5.06597,      -5.00164,  -804.773E-03,   461.104E-09
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            13,            5.,         26.25,            0.,NA,NA,"",       4.86551,      -4.85435,   329.397E-03,   5.12844E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            14,            3.,         26.25,            0.,NA,NA,"",       4.84285,      -4.84171,   104.933E-03,   11.1906E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            15,            1.,         26.25,            0.,NA,NA,"",       4.83057,      -4.82909,  -119.520E-03,   13.5411E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            16,           -1.,         26.25,            0.,NA,NA,"",       4.82875,      -4.81648,  -343.987E-03,   13.4258E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            17,           -3.,         26.25,            0.,NA,NA,"",       4.83737,      -4.80385,  -568.466E-03,   11.0145E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            18,           -5.,         26.25,            0.,NA,NA,"",       4.85639,      -4.79122,  -792.931E-03,   5.14746E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            19,            5.,        24.375,            0.,NA,NA,"",       4.65642,      -4.64390,   341.228E-03,   19.2331E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            20,            3.,        24.375,            0.,NA,NA,"",       4.63273,      -4.63125,   116.781E-03,   26.5287E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            21,            1.,        24.375,            0.,NA,NA,"",       4.61990,      -4.61865,  -107.648E-03,   30.0791E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            22,           -1.,        24.375,            0.,NA,NA,"",       4.61801,      -4.60606,  -332.118E-03,   29.4143E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            23,           -3.,        24.375,            0.,NA,NA,"",       4.62704,      -4.59344,  -556.624E-03,   25.2095E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            24,           -5.,        24.375,            0.,NA,NA,"",       4.64691,      -4.58080,  -781.104E-03,   18.8284E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            25,            5.,          22.5,            0.,NA,NA,"",       4.44747,      -4.43344,   353.020E-03,   53.5578E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            26,            3.,          22.5,            0.,NA,NA,"",       4.42266,      -4.42079,   128.630E-03,   53.1519E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            27,            1.,          22.5,            0.,NA,NA,"",       4.40925,      -4.40821,  -95.7466E-03,   56.1894E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            28,           -1.,          22.5,            0.,NA,NA,"",       4.40729,      -4.39564,  -320.225E-03,   53.5063E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            29,           -3.,          22.5,            0.,NA,NA,"",       4.41676,      -4.38303,  -544.785E-03,   47.3529E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            30,           -5.,          22.5,            0.,NA,NA,"",       4.43756,      -4.37037,  -769.311E-03,   49.0443E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            31,            5.,        20.625,            0.,NA,NA,"",       4.23873,      -4.22300,   364.729E-03,   122.478E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            32,            3.,        20.625,            0.,NA,NA,"",       4.21269,      -4.21035,   140.482E-03,   89.6398E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            33,            1.,        20.625,            0.,NA,NA,"",       4.19863,      -4.19779,  -83.8062E-03,   83.7184E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            34,           -1.,        20.625,            0.,NA,NA,"",       4.19656,      -4.18522,  -308.302E-03,   74.6514E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            35,           -3.,        20.625,            0.,NA,NA,"",       4.20649,      -4.17260,  -532.950E-03,   67.4056E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            36,           -5.,        20.625,            0.,NA,NA,"",       4.22831,      -4.15989,  -757.583E-03,   102.034E-06
C:/temp/dataset/test2/5_3.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            37,            5.,         18.75,            0.,NA,NA,"",       4.03034,      -4.01274,   376.222E-03,   261.798E-06
