ODB Name,Step,Frame,Part Instance Name,    êﬂì_ÉâÉxÉã,X,Y,Z,Section Name,Material Name,Section Point,   U-Magnitude,          U-U1,          U-U2,       S-Mises
C:/temp/dataset/6/2_2.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             1,            5.,           -5.,            0.,NA,NA,"",   210.664E-03,  -209.815E-03,   18.8928E-03,   10.2184E-03
C:/temp/dataset/6/2_2.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             2,            0.,           -5.,            0.,NA,NA,"",   215.485E-03,  -212.767E-03,   34.1156E-03,   3.24683E-03
C:/temp/dataset/6/2_2.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             3,            5.,      -10.0250,            0.,NA,NA,"",   148.167E-03,  -147.981E-03,  -7.41440E-03,   3.09645E-03
C:/temp/dataset/6/2_2.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             4,            5.,      -15.0500,            0.,NA,NA,"",   89.8033E-03,  -88.5137E-03,  -15.1640E-03,   495.062E-06
C:/temp/dataset/6/2_2.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             5,            5.,          -20.,            0.,NA,NA,"",   29.7968E-03,  -29.0105E-03,  -6.80039E-03,   7.25279E-03
C:/temp/dataset/6/2_2.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             6,            0.,          -20.,            0.,NA,NA,"",   16.9059E-03,  -16.9058E-03,  -39.1930E-06,   730.799E-06
C:/temp/dataset/6/2_2.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             7,           -5.,          -20.,            0.,NA,NA,"",   21.4283E-03,  -21.0590E-03,   3.96081E-03,   3.62894E-03
C:/temp/dataset/6/2_2.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             8,           -5.,      -14.9750,            0.,NA,NA,"",   63.3586E-03,  -61.9361E-03,   13.3505E-03,   1.23340E-03
C:/temp/dataset/6/2_2.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             9,           -5.,      -9.95000,            0.,NA,NA,"",   115.158E-03,  -113.826E-03,   17.4646E-03,   807.101E-06
C:/temp/dataset/6/2_2.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            10,           -5.,           -5.,            0.,NA,NA,"",   186.831E-03,  -186.071E-03,   16.8293E-03,   7.10313E-03
