ODB Name,Step,Frame,Part Instance Name,    êﬂì_ÉâÉxÉã,X,Y,Z,Section Name,Material Name,Section Point,   U-Magnitude,          U-U1,          U-U2,       S-Mises
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             1,            5.,           30.,            0.,NA,NA,"",       1.71125,      -1.70655,   126.730E-03,   1.72865E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             2,            3.,           30.,            0.,NA,NA,"",       1.70712,      -1.70572,   69.2130E-03,   1.53336E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             3,            1.,           30.,            0.,NA,NA,"",       1.70493,      -1.70489,   11.6963E-03,   1.52626E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             4,           -1.,           30.,            0.,NA,NA,"",       1.70468,      -1.70407,  -45.8204E-03,   1.56496E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             5,           -3.,           30.,            0.,NA,NA,"",       1.70637,      -1.70324,  -103.337E-03,   1.64042E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             6,           -5.,           30.,            0.,NA,NA,"",       1.70999,      -1.70241,  -160.854E-03,   1.73789E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             7,            5.,        28.125,            0.,NA,NA,"",       1.65754,      -1.65263,   127.505E-03,   1.67309E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             8,            3.,        28.125,            0.,NA,NA,"",       1.65328,      -1.65180,   69.9886E-03,   1.61120E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",             9,            1.,        28.125,            0.,NA,NA,"",       1.65102,      -1.65097,   12.4718E-03,   1.57487E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            10,           -1.,        28.125,            0.,NA,NA,"",       1.65076,      -1.65014,  -45.0449E-03,   1.57146E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            11,           -3.,        28.125,            0.,NA,NA,"",       1.65250,      -1.64932,  -102.562E-03,   1.58556E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            12,           -5.,        28.125,            0.,NA,NA,"",       1.65624,      -1.64849,  -160.078E-03,   1.55459E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            13,            5.,         26.25,            0.,NA,NA,"",       1.60384,      -1.59870,   128.281E-03,   1.67384E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            14,            3.,         26.25,            0.,NA,NA,"",       1.59944,      -1.59788,   70.7641E-03,   1.63070E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            15,            1.,         26.25,            0.,NA,NA,"",       1.59710,      -1.59705,   13.2473E-03,   1.58953E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            16,           -1.,         26.25,            0.,NA,NA,"",       1.59684,      -1.59622,  -44.2694E-03,   1.55975E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            17,           -3.,         26.25,            0.,NA,NA,"",       1.59864,      -1.59540,  -101.786E-03,   1.54263E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            18,           -5.,         26.25,            0.,NA,NA,"",       1.60251,      -1.59457,  -159.303E-03,   1.51825E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            19,            5.,        24.375,            0.,NA,NA,"",       1.55016,      -1.54478,   129.056E-03,   1.72384E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            20,            3.,        24.375,            0.,NA,NA,"",       1.54561,      -1.54395,   71.5396E-03,   1.66537E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            21,            1.,        24.375,            0.,NA,NA,"",       1.54319,      -1.54313,   14.0229E-03,   1.59605E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            22,           -1.,        24.375,            0.,NA,NA,"",       1.54291,      -1.54230,  -43.4939E-03,   1.54806E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            23,           -3.,        24.375,            0.,NA,NA,"",       1.54478,      -1.54147,  -101.011E-03,   1.52650E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            24,           -5.,        24.375,            0.,NA,NA,"",       1.54878,      -1.54065,  -158.527E-03,   1.48979E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            25,            5.,          22.5,            0.,NA,NA,"",       1.49650,      -1.49086,   129.832E-03,   1.89260E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            26,            3.,          22.5,            0.,NA,NA,"",       1.49179,      -1.49003,   72.3151E-03,   1.75631E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            27,            1.,          22.5,            0.,NA,NA,"",       1.48928,      -1.48921,   14.7984E-03,   1.62711E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            28,           -1.,          22.5,            0.,NA,NA,"",       1.48899,      -1.48838,  -42.7184E-03,   1.57003E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            29,           -3.,          22.5,            0.,NA,NA,"",       1.49092,      -1.48755,  -100.235E-03,   1.56721E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            30,           -5.,          22.5,            0.,NA,NA,"",       1.49507,      -1.48672,  -157.752E-03,   1.52744E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            31,            5.,        20.625,            0.,NA,NA,"",       1.44286,      -1.43694,   130.607E-03,   2.36837E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            32,            3.,        20.625,            0.,NA,NA,"",       1.43797,      -1.43611,   73.0906E-03,   1.97719E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            33,            1.,        20.625,            0.,NA,NA,"",       1.43537,      -1.43528,   15.5739E-03,   1.73283E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            34,           -1.,        20.625,            0.,NA,NA,"",       1.43507,      -1.43446,  -41.9428E-03,   1.68682E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            35,           -3.,        20.625,            0.,NA,NA,"",       1.43708,      -1.43363,  -99.4596E-03,   1.74927E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            36,           -5.,        20.625,            0.,NA,NA,"",       1.44138,      -1.43280,  -156.976E-03,   1.80491E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            37,            5.,         18.75,            0.,NA,NA,"",       1.38924,      -1.38302,   131.383E-03,   3.44482E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            38,            3.,         18.75,            0.,NA,NA,"",       1.38416,      -1.38219,   73.8661E-03,   2.29583E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            39,            1.,         18.75,            0.,NA,NA,"",       1.38146,      -1.38136,   16.3494E-03,   1.80190E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            40,           -1.,         18.75,            0.,NA,NA,"",       1.38115,      -1.38053,  -41.1673E-03,   1.79429E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            41,           -3.,         18.75,            0.,NA,NA,"",       1.38323,      -1.37971,  -98.6841E-03,   2.05132E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            42,           -5.,         18.75,            0.,NA,NA,"",       1.38770,      -1.37888,  -156.201E-03,   2.67278E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            43,            5.,        16.875,            0.,NA,NA,"",       1.33565,      -1.32909,   132.158E-03,   5.23088E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            44,            3.,        16.875,            0.,NA,NA,"",       1.33036,      -1.32827,   74.6416E-03,   2.08442E-09
C:/temp/dataset/test2/13_8.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            45,            1.,        16.875,            0.,NA,NA,"",       1.32755,      -1.32744,   17.1249E-03,   1.00724E-09
